"academica","personal","economica","institucional","deserta"
"58995",2,1,2,2,1
"58996",2,1,2,2,0
"58997",2,1,1,3,1
"58998",3,1,1,3,0
"58999",3,1,1,2,0
"59000",2,1,3,3,0
"59001",2,1,2,2,1
"59002",3,1,1,2,1
"59003",2,1,2,2,1
"59004",2,1,2,3,0
"59005",2,2,2,3,0
"59006",2,1,2,3,0
"59007",2,1,0,3,0
"59008",3,1,1,2,0
"59009",3,1,2,3,0
"59010",2,2,1,2,1
"59011",3,1,3,3,0
"59012",2,1,1,2,1
"59013",2,2,1,3,0
"59014",2,1,3,1,0
"59015",2,1,1,3,1
"59016",2,1,1,1,0
"59017",3,1,1,2,0
"59018",2,1,1,2,1
"59019",2,1,1,3,1
"59020",2,1,2,3,0
"59021",2,2,0,3,0
"59022",3,2,1,3,0
"59023",2,1,0,2,0
"59024",3,1,1,2,0
"59025",2,2,2,2,0
"59026",3,1,1,2,1
"59027",3,1,0,3,1
"59028",0,1,3,2,0
"59029",2,2,2,3,0
"59030",2,1,1,2,1
"59031",2,1,0,3,1
"59032",2,1,2,3,1
"59033",2,1,1,2,0
"59034",4,2,2,1,1
"59035",2,1,3,3,1
"59036",1,1,1,3,0
"59037",2,1,1,2,1
"59038",2,2,1,2,1
"59039",2,1,1,1,0
"59040",0,1,2,2,0
"59041",3,1,2,2,0
"59042",2,1,1,3,0
"59043",2,1,1,2,0
"59044",2,2,1,3,1
"59045",2,2,2,1,1
"59046",2,1,1,1,1
"59047",2,1,1,3,0
"59048",2,1,1,3,0
"59049",2,2,3,3,0
"59050",2,1,1,2,1
"59051",2,1,1,2,0
"59052",3,1,1,3,0
"59053",2,1,0,2,0
"59054",2,1,2,1,0
"59055",2,1,0,2,1
"59056",2,2,2,2,1
"59057",2,1,1,3,1
"59058",3,1,0,3,1
"59059",0,1,2,2,1
"59060",0,1,2,3,0
"59061",3,1,1,3,1
"59062",2,1,2,2,0
"59063",2,2,0,2,0
"59064",3,2,0,3,1
"59065",3,1,0,3,1
"59066",3,2,3,2,1
"59067",2,1,1,2,1
"59068",2,2,1,2,0
"59069",3,1,1,2,0
"59070",3,1,2,1,1
"59071",2,1,1,3,0
"59072",3,1,2,3,1
"59073",3,1,3,2,0
"59074",2,2,2,3,0
"59075",3,1,1,3,0
"59076",2,2,3,2,0
"59077",2,1,2,2,1
"59078",2,1,2,2,0
"59079",0,1,1,2,0
"59080",3,1,2,2,0
"59081",3,1,1,2,1
"59082",4,0,2,3,1
"59083",3,1,1,2,0
"59084",2,1,1,2,0
"59085",3,1,1,3,1
"59086",2,2,3,2,0
"59087",3,1,1,2,0
"59088",2,1,1,3,1
"59089",2,1,1,2,0
"59090",2,1,2,2,0
"59091",4,2,1,2,1
"59092",2,1,1,2,1
"59093",2,1,3,2,0
"59094",2,1,1,2,1
"59095",2,1,2,3,0
"59096",2,1,2,2,0
"59097",2,2,2,3,1
"59098",2,2,1,1,0
"59099",2,1,1,3,1
"59100",2,2,0,2,0
"59101",3,2,1,2,0
"59102",1,1,1,2,1
"59103",3,1,1,3,1
"59104",0,1,2,2,0
"59105",3,1,0,2,1
"59106",2,2,3,2,0
"59107",2,2,2,3,0
"59108",2,2,2,2,0
"59109",2,1,2,3,0
"59110",2,1,1,3,1
"59111",2,1,3,3,1
"59112",0,1,1,2,1
"59113",2,1,0,3,0
"59114",3,1,0,2,1
"59115",0,1,1,3,0
"59116",1,1,2,2,0
"59117",2,1,0,2,0
"59118",2,2,2,2,0
"59119",2,2,1,3,1
"59120",3,1,1,2,0
"59121",2,2,2,2,1
"59122",2,1,0,2,1
"59123",2,1,2,2,1
"59124",2,1,0,3,0
"59125",3,1,1,3,0
"59126",2,1,1,3,1
"59127",2,2,0,3,0
"59128",2,1,1,2,1
"59129",2,1,2,2,1
"59130",2,1,2,2,0
"59131",3,2,0,3,0
"59132",2,1,1,2,0
"59133",2,1,2,3,1
"59134",2,2,1,1,1
"59135",2,1,1,3,0
"59136",2,1,2,1,1
"59137",2,2,2,2,0
"59138",0,1,1,2,0
"59139",2,1,2,3,1
"59140",2,1,1,3,0
"59141",3,1,0,3,1
"59142",2,1,0,3,0
"59143",2,1,2,2,1
"59144",2,1,3,3,1
"59145",3,1,2,3,1
"59146",2,1,3,2,1
"59147",3,1,1,2,0
"59148",2,1,3,3,0
"59149",2,2,1,1,0
"59150",2,2,1,2,1
"59151",2,1,2,2,0
"59152",1,2,2,3,1
"59153",2,1,2,2,0
"59154",2,2,1,2,1
"59155",2,2,2,1,0
"59156",3,1,2,3,0
"59157",2,2,1,3,0
"59158",4,0,1,1,1
"59159",2,1,1,2,0
"59160",2,1,1,2,0
"59161",2,1,2,2,1
"59162",2,1,2,2,0
"59163",0,1,2,2,1
"59164",3,1,2,2,0
"59165",2,1,3,3,0
"59166",2,1,2,2,0
"59167",3,1,1,2,1
"59168",1,1,2,3,0
"59169",2,2,2,3,0
"59170",2,1,1,2,1
"59171",3,1,1,1,1
"59172",2,1,0,2,1
"59173",3,0,1,2,0
"59174",3,2,2,2,0
"59175",2,2,2,3,0
"59176",4,1,2,3,1
"59177",2,2,1,2,0
"59178",2,1,1,3,1
"59179",3,1,1,2,1
"59180",2,1,1,1,1
"59181",2,1,1,2,1
"59182",2,1,1,2,0
"59183",2,1,1,3,1
"59184",4,1,1,3,1
"59185",2,1,1,3,1
"59186",3,1,1,2,0
"59187",2,2,1,3,0
"59188",2,2,1,3,0
"59189",2,1,0,2,1
"59190",1,1,1,2,0
"59191",5,1,2,1,1
"59192",2,1,2,3,0
"59193",2,1,1,2,0
"59194",2,1,3,3,0
"59195",2,1,0,2,0
"59196",2,1,2,2,0
"59197",2,1,2,2,0
"59198",2,1,2,2,1
"59199",2,1,2,1,0
"59200",2,1,2,2,1
"59201",2,1,1,2,1
"59202",2,1,2,2,0
"59203",3,1,2,1,0
"59204",3,2,0,2,1
"59205",2,1,0,2,1
"59206",2,0,1,2,0
"59207",3,1,1,2,0
"59208",2,1,2,3,1
"59209",2,3,1,3,1
"59210",2,1,2,3,0
"59211",2,2,2,3,0
"59212",2,1,1,3,0
"59213",2,1,0,3,1
"59214",2,1,1,3,0
"59215",2,2,1,3,0
"59216",2,1,1,2,0
"59217",1,1,1,2,1
"59218",3,2,0,2,1
"59219",2,1,2,1,1
"59220",2,1,1,2,0
"59221",3,1,2,2,1
"59222",2,1,1,3,1
"59223",2,1,2,3,0
"59224",2,1,2,2,1
"59225",2,2,2,2,1
"59226",1,1,1,2,1
"59227",2,1,1,3,1
"59228",2,1,2,3,0
"59229",3,1,0,3,1
"59230",2,2,1,2,0
"59231",2,1,2,3,1
"59232",2,1,2,3,0
"59233",2,1,1,2,0
"59234",3,2,3,1,0
"59235",2,2,1,3,1
"59236",2,2,0,2,1
"59237",0,1,1,3,0
"59238",2,1,2,2,1
"59239",2,1,2,3,0
"59240",1,1,2,3,0
"59241",2,1,2,3,1
"59242",2,1,1,1,0
"59243",2,1,1,3,1
"59244",2,1,2,2,0
"59245",0,2,1,3,1
"59246",2,1,2,3,1
"59247",2,1,1,3,0
"59248",3,1,1,2,0
"59249",2,1,1,3,0
"59250",2,2,3,3,0
"59251",0,1,1,2,0
"59252",2,1,2,3,0
"59253",2,1,1,2,0
"59254",2,2,1,3,0
"59255",2,1,2,3,1
"59256",2,1,1,2,1
"59257",3,1,0,2,0
"59258",2,1,1,3,0
"59259",3,1,0,3,0
"59260",2,1,1,1,1
"59261",2,1,2,2,1
"59262",1,1,1,2,0
"59263",2,1,1,1,0
"59264",2,1,2,2,0
"59265",2,1,1,2,0
"59266",2,1,0,2,1
"59267",2,1,2,2,0
"59268",1,1,2,3,0
"59269",3,2,1,2,0
"59270",3,1,0,2,0
"59271",2,1,2,2,1
"59272",2,2,2,2,0
"59273",2,1,0,2,0
"59274",2,1,1,1,0
"59275",2,1,2,2,0
"59276",2,2,1,3,0
"59277",2,2,3,2,1
"59278",2,1,3,2,0
"59279",3,1,1,2,0
"59280",2,2,0,2,1
"59281",2,1,0,1,0
"59282",2,1,2,2,1
"59283",2,2,2,3,0
"59284",2,1,2,3,0
"59285",3,1,2,2,0
"59286",2,1,1,3,1
"59287",3,2,1,3,1
"59288",2,0,0,1,1
"59289",2,2,2,2,0
"59290",2,1,1,2,1
"59291",1,1,3,2,1
"59292",4,2,2,3,0
"59293",2,1,2,2,0
"59294",3,1,2,2,1
"59295",2,1,1,3,0
"59296",2,1,1,2,1
"59297",2,1,1,2,1
"59298",2,1,2,2,1
"59299",2,2,3,2,0
"59300",2,1,2,2,1
"59301",3,1,1,2,0
"59302",2,1,2,2,0
"59303",2,1,1,3,0
"59304",0,1,2,2,0
"59305",2,1,2,3,0
"59306",2,1,1,1,0
"59307",2,1,2,1,1
"59308",2,2,0,1,0
"59309",1,1,2,2,0
"59310",3,2,1,3,1
"59311",2,1,2,2,0
"59312",2,1,0,2,1
"59313",2,1,1,1,0
"59314",2,1,2,2,1
"59315",2,1,2,1,0
"59316",3,1,2,2,1
"59317",2,1,2,2,0
"59318",2,1,1,3,0
"59319",2,1,2,3,0
"59320",2,1,1,1,0
"59321",3,1,1,2,1
"59322",2,1,1,2,0
"59323",2,1,2,2,1
"59324",2,1,2,2,0
"59325",2,1,2,2,0
"59326",3,1,1,2,1
"59327",2,1,2,2,1
"59328",3,1,2,3,0
"59329",0,1,3,3,1
"59330",2,1,2,2,0
"59331",2,2,1,2,1
"59332",2,1,2,3,1
"59333",3,1,1,3,0
"59334",2,1,3,2,0
"59335",2,1,3,2,0
"59336",2,1,3,3,1
"59337",2,1,1,2,0
"59338",2,1,2,2,0
"59339",2,1,1,2,0
"59340",2,1,0,2,1
"59341",2,1,2,3,0
"59342",2,1,2,3,1
"59343",3,1,0,3,0
"59344",2,1,3,2,0
"59345",2,1,1,2,0
"59346",2,2,0,3,0
"59347",2,2,1,3,0
"59348",1,1,1,2,1
"59349",3,1,0,3,0
"59350",2,1,1,2,0
"59351",3,1,0,3,0
"59352",2,1,3,2,0
"59353",2,1,1,3,0
"59354",3,1,2,3,1
"59355",3,1,0,0,1
"59356",2,1,0,2,1
"59357",0,2,2,3,1
"59358",2,1,2,2,0
"59359",2,1,1,3,1
"59360",2,1,1,2,0
"59361",2,2,0,2,1
"59362",2,1,0,3,1
"59363",2,1,1,3,0
"59364",2,1,2,3,0
"59365",2,2,1,3,1
"59366",2,2,2,2,0
"59367",3,2,1,2,1
"59368",2,1,2,2,1
"59369",3,2,3,3,0
"59370",2,1,2,3,0
"59371",2,1,1,2,0
"59372",2,1,1,1,1
"59373",3,2,1,2,0
"59374",3,2,2,3,0
"59375",2,1,1,2,0
"59376",2,1,1,2,0
"59377",2,1,1,2,0
"59378",2,1,1,2,0
"59379",2,1,1,2,0
"59380",2,2,2,3,1
"59381",3,1,3,2,1
"59382",2,2,2,3,0
"59383",2,1,2,2,1
"59384",2,1,1,1,1
"59385",0,1,1,3,1
"59386",3,2,1,2,0
"59387",2,1,1,2,1
"59388",2,2,2,3,0
"59389",2,2,2,3,0
"59390",2,1,2,3,0
"59391",2,1,2,3,0
"59392",0,1,2,2,0
"59393",2,1,2,2,0
"59394",2,1,0,2,0
"59395",2,1,2,1,0
"59396",2,1,1,3,0
"59397",4,1,1,3,1
"59398",2,1,0,2,0
"59399",3,1,0,1,1
"59400",3,1,0,2,0
"59401",3,1,0,2,0
"59402",2,1,3,2,1
"59403",2,1,2,1,0
"59404",2,1,2,2,0
"59405",2,2,3,3,0
"59406",3,2,2,2,0
"59407",2,1,0,3,1
"59408",0,2,3,3,0
"59409",2,1,2,2,0
"59410",2,1,2,3,0
"59411",2,1,2,3,0
"59412",2,1,1,2,1
"59413",2,1,2,2,0
"59414",2,2,2,3,1
"59415",2,1,0,3,0
"59416",3,2,1,1,0
"59417",2,1,1,2,1
"59418",2,1,1,3,0
"59419",1,2,0,3,0
"59420",2,1,1,3,0
"59421",3,1,1,3,0
"59422",2,2,1,3,0
"59423",2,1,1,2,0
"59424",2,1,1,2,0
"59425",3,2,1,2,0
"59426",3,1,2,0,1
"59427",2,1,1,2,0
"59428",3,1,1,2,1
"59429",2,2,3,3,0
"59430",2,1,1,2,1
"59431",2,1,0,2,0
"59432",2,1,1,2,0
"59433",2,1,2,2,0
"59434",2,1,1,2,0
"59435",2,1,2,3,1
"59436",2,1,2,3,1
"59437",3,1,1,3,0
"59438",2,1,2,2,1
"59439",3,2,1,2,0
"59440",2,2,0,2,0
"59441",3,1,1,1,0
"59442",0,1,0,3,0
"59443",2,1,2,1,0
"59444",2,1,2,2,0
"59445",2,2,1,2,0
"59446",2,1,1,2,0
"59447",3,1,1,3,1
"59448",2,1,1,3,1
"59449",2,1,1,2,0
"59450",3,1,3,1,0
"59451",1,1,1,3,1
"59452",2,1,1,1,1
"59453",3,1,2,3,0
"59454",3,1,2,2,0
"59455",3,1,0,1,0
"59456",1,2,0,2,1
"59457",2,1,1,3,0
"59458",1,1,2,2,0
"59459",1,1,3,2,0
"59460",1,2,1,3,0
"59461",2,1,2,2,0
"59462",2,1,3,2,0
"59463",2,2,1,3,0
"59464",2,1,2,2,1
"59465",2,2,1,3,0
"59466",2,2,1,3,1
"59467",2,1,1,2,0
"59468",2,2,1,2,0
"59469",2,1,1,2,1
"59470",2,1,2,3,1
"59471",2,2,3,2,1
"59472",1,1,2,3,0
"59473",2,1,1,3,0
"59474",3,0,0,3,1
"59475",3,2,2,3,0
"59476",3,1,1,2,0
"59477",2,1,1,2,1
"59478",2,1,2,3,0
"59479",2,2,0,3,0
"59480",2,1,2,3,0
"59481",3,1,1,1,1
"59482",2,1,2,1,0
"59483",2,1,3,1,1
"59484",2,1,1,3,0
"59485",2,1,2,1,1
"59486",3,2,0,2,1
"59487",2,1,1,2,1
"59488",3,2,1,3,0
"59489",2,1,1,3,0
"59490",3,1,0,3,0
"59491",2,1,1,3,1
"59492",0,1,1,2,1
"59493",2,1,1,2,1
"59494",2,2,3,3,1
"59495",1,2,1,1,0
"59496",2,1,1,2,1
"59497",2,3,2,2,0
"59498",2,1,3,2,0
"59499",2,1,2,2,0
"59500",2,1,1,2,0
"59501",2,1,2,3,1
"59502",3,1,1,1,0
"59503",2,1,2,3,0
"59504",2,1,1,2,0
"59505",2,1,0,2,0
"59506",2,1,0,3,1
"59507",2,1,2,3,0
"59508",2,1,3,2,0
"59509",2,1,0,1,1
"59510",3,1,3,3,0
"59511",1,2,0,3,0
"59512",2,1,2,3,1
"59513",2,1,3,3,0
"59514",2,2,2,2,0
"59515",3,1,0,3,1
"59516",2,1,2,2,1
"59517",2,1,2,3,0
"59518",2,1,3,3,0
"59519",2,2,1,2,0
"59520",2,2,2,1,0
"59521",2,1,2,3,0
"59522",0,1,2,3,1
"59523",3,1,3,2,1
"59524",2,2,1,2,0
"59525",3,1,1,2,1
"59526",2,1,3,3,1
"59527",0,1,2,3,0
"59528",2,1,1,3,0
"59529",2,1,3,2,1
"59530",2,1,2,2,1
"59531",0,1,3,2,0
"59532",2,1,1,2,0
"59533",2,1,0,3,1
"59534",2,2,2,3,1
"59535",2,2,4,3,0
"59536",3,1,1,3,1
"59537",2,1,1,2,0
"59538",2,1,2,3,0
"59539",3,2,3,2,1
"59540",2,1,2,3,1
"59541",2,1,1,2,1
"59542",2,2,0,1,0
"59543",2,2,2,3,0
"59544",2,1,2,1,1
"59545",2,1,1,2,1
"59546",2,1,1,3,0
"59547",3,2,3,3,0
"59548",2,1,2,2,1
"59549",2,1,1,2,0
"59550",2,1,1,2,1
"59551",2,2,2,3,1
"59552",2,1,1,2,0
"59553",2,1,2,3,1
"59554",2,1,2,3,0
"59555",2,1,2,2,0
"59556",2,2,1,2,1
"59557",2,1,2,2,0
"59558",2,1,1,3,0
"59559",2,1,4,3,0
"59560",2,1,2,2,0
"59561",2,1,1,3,0
"59562",2,1,2,2,1
"59563",1,1,2,2,0
"59564",3,1,1,2,1
"59565",2,1,1,2,0
"59566",3,1,2,3,0
"59567",2,2,1,3,0
"59568",4,1,1,1,0
"59569",3,1,1,2,1
"59570",2,0,0,3,0
"59571",2,1,2,3,1
"59572",2,1,1,3,1
"59573",3,1,1,2,1
"59574",2,1,2,3,0
"59575",2,1,3,3,0
"59576",2,1,1,3,0
"59577",2,1,3,2,0
"59578",2,1,1,3,1
"59579",0,2,1,2,0
"59580",3,2,1,2,1
"59581",2,1,1,3,0
"59582",2,1,1,3,0
"59583",2,1,2,2,0
"59584",2,1,0,1,0
"59585",2,1,1,3,1
"59586",2,2,2,3,0
"59587",2,1,2,3,0
"59588",2,1,2,3,1
"59589",2,1,2,2,1
"59590",2,1,1,2,0
"59591",3,2,3,1,0
"59592",0,1,1,2,0
"59593",1,1,1,2,0
"59594",1,1,2,2,1
"59595",2,1,1,2,1
"59596",2,1,2,3,0
"59597",3,1,2,2,0
"59598",2,1,1,2,0
"59599",2,1,1,2,0
"59600",2,1,2,2,0
"59601",3,1,0,2,0
"59602",2,1,0,3,0
"59603",3,2,1,2,1
"59604",2,0,2,2,1
"59605",2,1,1,3,0
"59606",1,1,1,2,1
"59607",2,1,0,3,0
"59608",2,1,1,1,0
"59609",2,1,2,2,0
"59610",3,1,1,3,0
"59611",2,1,2,1,0
"59612",2,2,2,2,1
"59613",2,1,2,2,0
"59614",2,1,1,2,0
"59615",3,1,1,3,1
"59616",2,1,1,2,0
"59617",2,1,2,3,0
"59618",2,1,1,3,0
"59619",2,1,2,3,1
"59620",2,1,2,2,1
"59621",2,1,3,2,0
"59622",0,1,2,2,0
"59623",2,1,1,3,0
"59624",2,1,0,2,0
"59625",1,2,1,2,0
"59626",2,1,1,2,0
"59627",2,2,1,3,0
"59628",2,1,0,3,1
"59629",2,2,2,2,1
"59630",2,1,2,3,0
"59631",2,2,1,2,0
"59632",3,1,1,3,0
"59633",2,1,2,2,1
"59634",3,1,1,3,1
"59635",2,1,2,3,0
"59636",2,1,1,2,0
"59637",2,1,1,2,1
"59638",2,2,1,3,1
"59639",2,1,2,2,1
"59640",3,1,1,2,0
"59641",2,1,1,3,1
"59642",3,1,1,2,0
"59643",2,1,2,2,0
"59644",3,1,0,2,1
"59645",1,1,1,2,1
"59646",2,2,2,3,1
"59647",3,2,1,3,0
"59648",2,1,1,2,1
"59649",3,2,1,3,0
"59650",3,1,1,2,1
"59651",2,1,2,3,0
"59652",2,2,3,2,0
"59653",2,1,1,2,1
"59654",2,1,1,2,1
"59655",2,1,2,3,0
"59656",3,1,1,2,0
"59657",3,1,1,2,1
"59658",2,2,0,3,0
"59659",0,1,1,2,1
"59660",3,1,0,1,1
"59661",2,1,1,3,0
"59662",3,1,1,3,0
"59663",2,1,1,3,0
"59664",2,1,1,2,0
"59665",2,1,2,2,0
"59666",3,1,1,2,1
"59667",1,1,0,2,0
"59668",1,1,2,2,0
"59669",2,1,1,3,1
"59670",2,2,1,2,0
"59671",2,2,1,2,0
"59672",1,1,1,2,0
"59673",2,1,2,1,1
"59674",3,1,1,3,1
"59675",3,1,1,2,0
"59676",3,1,2,3,1
"59677",2,1,2,1,0
"59678",3,1,1,2,1
"59679",2,1,2,2,0
"59680",2,1,1,2,0
"59681",2,1,2,2,1
"59682",2,1,1,3,0
"59683",2,1,1,2,1
"59684",3,1,1,3,1
"59685",2,1,2,2,1
"59686",2,1,1,3,0
"59687",2,2,3,3,1
"59688",3,1,1,2,1
"59689",2,2,2,2,0
"59690",2,1,1,1,1
"59691",2,2,2,2,1
"59692",4,1,2,2,1
"59693",3,1,1,1,1
"59694",4,1,2,2,0
"59695",0,1,2,2,0
"59696",3,1,0,2,1
"59697",2,2,2,3,0
"59698",2,1,1,2,1
"59699",3,1,1,2,0
"59700",3,1,2,2,0
"59701",2,1,3,2,1
"59702",3,1,1,3,1
"59703",2,1,0,2,1
"59704",3,1,1,3,1
"59705",5,0,2,3,1
"59706",2,1,1,3,1
"59707",2,1,1,3,0
"59708",3,1,2,3,0
"59709",2,2,3,1,1
"59710",2,1,2,3,0
"59711",0,1,2,3,1
"59712",2,1,1,2,1
"59713",2,1,2,2,0
"59714",2,0,2,2,0
"59715",2,2,2,3,1
"59716",2,2,3,3,0
"59717",3,1,1,1,1
"59718",2,1,2,1,0
"59719",2,1,1,3,0
"59720",1,1,0,1,0
"59721",2,1,1,3,0
"59722",2,1,2,2,1
"59723",3,1,0,2,1
"59724",1,1,2,3,0
"59725",2,2,1,3,1
"59726",3,2,1,3,1
"59727",3,2,1,2,0
"59728",2,1,1,2,0
"59729",2,1,1,2,0
"59730",2,1,1,3,0
"59731",3,1,0,3,1
"59732",2,1,1,2,0
"59733",2,1,3,2,0
"59734",2,1,1,2,1
"59735",2,1,1,2,0
"59736",2,1,0,2,1
"59737",2,1,2,3,1
"59738",2,1,0,3,0
"59739",2,1,0,3,1
"59740",2,1,2,2,0
"59741",2,1,2,3,0
"59742",3,1,2,2,0
"59743",3,1,1,2,1
"59744",2,1,1,3,1
"59745",3,2,1,2,1
"59746",3,1,1,1,0
"59747",2,1,1,2,0
"59748",2,2,2,3,0
"59749",3,1,3,2,1
"59750",2,1,1,1,0
"59751",2,2,1,1,0
"59752",2,1,2,2,0
"59753",3,1,2,2,0
"59754",2,1,2,1,1
"59755",2,1,2,3,1
"59756",2,2,1,3,0
"59757",3,1,0,3,1
"59758",2,1,2,2,0
"59759",2,1,2,3,0
"59760",2,1,2,3,0
"59761",2,1,2,2,0
"59762",2,1,2,2,1
"59763",3,1,2,2,0
"59764",2,1,1,3,0
"59765",2,1,2,3,1
"59766",2,1,1,3,0
"59767",2,1,2,3,0
"59768",2,1,1,3,1
"59769",2,1,2,3,1
"59770",2,2,3,2,1
"59771",2,2,2,3,0
"59772",2,2,0,3,1
"59773",2,2,1,2,0
"59774",1,1,2,3,1
"59775",2,1,2,2,0
"59776",2,1,1,2,1
"59777",2,1,3,2,0
"59778",2,1,1,3,1
"59779",2,1,2,2,0
"59780",2,1,2,2,0
"59781",2,1,0,2,0
"59782",3,1,0,1,1
"59783",2,1,2,3,0
"59784",0,1,3,3,1
"59785",2,1,1,1,1
"59786",3,2,0,3,0
"59787",1,1,0,2,0
"59788",2,1,1,2,1
"59789",2,1,2,3,1
"59790",2,1,2,2,0
"59791",2,1,2,3,0
"59792",2,1,2,3,1
"59793",3,1,0,2,0
"59794",2,1,2,2,0
"59795",3,2,0,3,1
"59796",2,2,1,3,1
"59797",2,1,1,1,1
"59798",2,1,2,1,1
"59799",2,1,2,2,1
"59800",2,1,2,3,0
"59801",3,1,0,3,0
"59802",2,1,2,2,1
"59803",2,1,1,3,0
"59804",2,1,2,3,0
"59805",2,1,2,3,1
"59806",2,1,1,1,0
"59807",2,1,1,2,0
"59808",3,1,0,2,0
"59809",3,1,2,2,0
"59810",0,1,2,3,0
"59811",2,1,2,2,1
"59812",2,2,3,2,0
"59813",3,1,0,2,1
"59814",2,1,2,2,1
"59815",2,2,2,2,0
"59816",0,1,1,2,0
"59817",2,1,2,1,0
"59818",3,1,0,2,1
"59819",4,1,1,2,0
"59820",3,1,1,2,0
"59821",2,1,2,3,1
"59822",2,1,2,2,1
"59823",2,1,2,3,0
"59824",2,1,2,3,1
"59825",2,1,1,3,1
"59826",2,1,1,3,0
"59827",2,1,1,3,0
"59828",2,1,0,3,0
"59829",2,1,2,3,1
"59830",3,1,1,3,0
"59831",2,2,3,2,0
"59832",2,1,1,1,1
"59833",2,2,0,2,0
"59834",2,1,3,3,0
"59835",2,2,2,3,1
"59836",3,1,1,2,0
"59837",2,1,2,2,0
"59838",2,1,2,2,0
"59839",2,2,1,2,0
"59840",3,1,0,3,0
"59841",2,2,1,2,0
"59842",2,1,2,3,0
"59843",3,1,1,2,0
"59844",3,2,1,3,1
"59845",3,1,2,3,0
"59846",2,1,1,3,0
"59847",2,2,2,2,1
"59848",3,1,1,3,1
"59849",2,2,1,3,1
"59850",2,1,1,3,0
"59851",0,1,3,2,0
"59852",3,1,1,1,0
"59853",2,2,0,3,0
"59854",2,1,2,3,0
"59855",2,1,2,3,0
"59856",2,1,1,3,0
"59857",2,1,2,3,0
"59858",2,1,2,3,0
"59859",2,1,1,2,0
"59860",2,2,3,2,1
"59861",3,1,0,2,0
"59862",2,1,1,2,1
"59863",3,2,0,2,0
"59864",2,1,1,3,0
"59865",2,2,2,2,0
"59866",2,2,2,2,1
"59867",2,1,3,2,0
"59868",2,2,0,3,1
"59869",2,2,2,2,0
"59870",3,2,0,3,1
"59871",2,1,2,3,1
"59872",2,1,0,3,0
"59873",2,1,2,3,1
"59874",2,1,1,3,1
"59875",2,1,2,3,1
"59876",2,1,0,3,0
"59877",2,1,2,2,0
"59878",3,1,3,2,0
"59879",2,1,1,3,0
"59880",3,1,1,3,0
"59881",2,1,1,3,1
"59882",2,1,2,1,0
"59883",2,2,1,3,0
"59884",3,2,2,2,1
"59885",2,1,1,2,1
"59886",2,2,2,2,1
"59887",3,1,2,3,1
"59888",2,1,0,2,0
"59889",1,2,2,2,0
"59890",3,1,2,3,0
"59891",1,2,1,3,0
"59892",2,2,2,2,0
"59893",2,2,1,2,0
"59894",2,1,2,2,0
"59895",2,2,3,2,0
"59896",1,1,2,2,0
"59897",2,1,1,3,1
"59898",2,1,1,3,0
"59899",2,1,2,3,0
"59900",2,1,1,3,0
"59901",3,1,2,3,1
"59902",2,1,2,3,1
"59903",3,1,1,1,0
"59904",2,1,2,2,0
"59905",2,1,1,2,0
"59906",2,2,0,3,1
"59907",2,1,3,2,0
"59908",2,2,3,2,0
"59909",2,1,2,2,1
"59910",3,1,1,2,0
"59911",2,2,2,2,1
"59912",2,1,2,3,0
"59913",3,1,1,2,1
"59914",3,1,1,3,0
"59915",2,1,1,2,0
"59916",2,1,1,2,1
"59917",2,1,1,3,0
"59918",2,1,1,3,0
"59919",2,1,0,2,1
"59920",3,1,0,2,1
"59921",1,2,2,3,0
"59922",2,1,2,2,0
"59923",2,1,2,2,1
"59924",2,2,2,2,0
"59925",2,1,1,2,1
"59926",3,1,1,1,1
"59927",2,1,1,3,1
"59928",2,1,0,2,1
"59929",2,1,1,3,0
"59930",2,1,2,2,0
"59931",2,1,0,3,0
"59932",2,2,1,3,0
"59933",2,1,2,3,0
"59934",3,1,2,1,0
"59935",2,1,0,2,0
"59936",2,1,1,3,1
"59937",2,1,1,2,1
"59938",2,1,1,3,0
"59939",3,1,2,3,0
"59940",2,2,3,2,0
"59941",2,1,1,2,1
"59942",3,1,3,1,0
"59943",2,1,2,3,0
"59944",2,1,3,3,0
"59945",1,1,1,3,0
"59946",2,2,2,3,0
"59947",2,1,1,2,0
"59948",0,2,1,2,0
"59949",2,2,2,3,0
"59950",1,1,1,2,0
"59951",3,2,2,3,1
"59952",2,1,3,2,0
"59953",2,1,2,2,0
"59954",2,2,2,3,0
"59955",3,2,1,3,1
"59956",3,2,0,3,0
"59957",2,2,1,2,0
"59958",3,1,1,3,0
"59959",3,1,2,2,1
"59960",2,1,2,2,0
"59961",2,2,2,2,1
"59962",2,1,1,3,1
"59963",1,1,2,2,1
"59964",1,2,2,2,1
"59965",2,1,0,3,0
"59966",2,1,2,3,0
"59967",2,1,1,1,1
"59968",0,1,2,2,0
"59969",2,2,1,1,0
"59970",2,2,2,3,1
"59971",2,2,0,3,0
"59972",2,1,0,3,1
"59973",2,1,3,2,0
"59974",2,1,2,3,0
"59975",2,1,2,3,0
"59976",2,1,1,2,0
"59977",2,1,3,3,1
"59978",2,1,2,3,1
"59979",2,1,2,2,0
"59980",2,1,1,3,0
"59981",2,1,2,1,1
"59982",2,1,2,3,0
"59983",2,1,3,2,0
"59984",2,1,3,2,0
"59985",2,1,3,1,1
"59986",3,2,3,2,0
"59987",0,2,3,3,1
"59988",2,2,3,2,1
"59989",2,1,2,3,0
"59990",2,1,2,2,0
"59991",2,1,1,2,1
"59992",2,2,1,3,1
